"text","label","notes"
"Iran holding Belgium to a draw after the red card was about more than just defending. They actually controlled 56% of possession after going a man up and created 4 clear chances. The problem was finishing — 0.8 xG from those chances but no goals. Wasteful.","analysis",""
"One pattern across the tournament: teams from Africa and Asia are pressing higher and more aggressively than in any previous World Cup. The gap in tactical sophistication between confederations has narrowed significantly. Japan, Morocco, and South Korea all press at a level that matches European teams.","analysis",""
"The goalkeeper union at this World Cup is having a moment. Vozinha, Eloy Room, Matt Freese for the US, and Alisson for Brazil have all been standouts. The level of shot-stopping has been extraordinary — the goals-per-game average is lower than 2022 despite there being more chances.","analysis",""
"Haaland will win the Golden Boot. Messi might have the head start but Haaland is going to feast in the knockout rounds against tired defenses.","hot_take",""
"Norway are genuinely going to win the World Cup. Haaland and Ødegaard together are unstoppable.","hot_take",""
"The USMNT would be in the semifinal of the Euros. American players are just better than 80% of European nations now.","hot_take",""
"Japan are the best Asian team in football history. This squad would compete in any European league.","hot_take",""
"Gakpo is a top 5 player in the world right now. His World Cup form is not a fluke.","hot_take",""
"This expanded format means the World Cup winner will have to play 8 games. That's insane and whoever wins this tournament is the most deserving champion ever.","hot_take",""
"Morocco are going to knock out Brazil in the round of 32. They have the defensive organization and the fear factor.","hot_take",""
"Barcola is going to be a bigger star than Mbappé within 3 years. His World Cup debut goal was special.","hot_take",""
"Lamine Yamal scoring in Atlanta, the city where he grew up watching MLS games as a kid. Destiny.","hot_take","This might be factually wrong but that's realistic for a hot take"
"Croatia's golden generation is officially over. Modric looks done at the highest level.","hot_take",""
"The round of 32 format is going to produce so many upsets. Small teams with nothing to lose against big teams who barely scraped through in third place.","hot_take",""
"Marsch getting rejected by the US and then coaching Canada to a better group stage result is the ultimate revenge arc.","hot_take",""
"Ecuador are the most boring team in this tournament. The 0-0 with Curaçao was unwatchable.","hot_take",""
"Messi breaking records at 39 while I threw out my back reaching for the TV remote yesterday. Life is unfair.","banter",""
"Japan beating Tunisia 4-0 and barely making the news because Messi decided to break every record on the same day. Main character energy from Leo.","banter",""
"The World Cup smart ball needing to be charged is the most 2026 thing ever. Imagine the ball dying mid-match. 'Sorry lads, low battery, take a hydration break.'","banter",""
"International fans discovering Costco during the World Cup is my favorite subplot. 'You can buy 48 croissants for 8 dollars??' Welcome to America, friends.","banter",""
"Paraguay beating Türkiye 1-0 is the kind of result that appears in a quiz in 20 years and absolutely nobody gets it right.","banter",""
"Every time the camera cuts to Bielsa on the Uruguay bench he looks like a philosophy professor who accidentally wandered into a football stadium.","banter",""
"The group of death this tournament was Group H — Spain, Uruguay, Cape Verde, Saudi Arabia — and Cape Verde emerged as everyone's second favorite team. Football truly is the beautiful game.","banter",""
